"","feature","metadata","value","coef","stderr","N","N.not.0","pval","qval","reference","fdr.pval"
"788","UniRef90_Q93ET8..Aminoglycoside.acetyltransferase","species","human",-1.55102009300535,2.72326159031303,2874,1958,0.575943224612596,0.999999999999965,"cat",0.967292784083698
"789","UniRef90_Q93ET9..Aminoglycoside.phosphotransferase","species","human",-0.73036833253455,3.13974890651133,2874,1780,0.818635133848934,0.999999999999965,"cat",0.967292784083698
"790","UniRef90_Q9APB1..MsrC","species","dog",0.0575694716681204,0.154574440040978,2874,113,0.709647783926481,0.999999999999965,"cat",0.967292784083698
"791","UniRef90_Q9APB1..MsrC","species","human",-0.475486148014072,1.11885037218629,2874,113,0.685505178423266,0.999999999999965,"cat",0.967292784083698
"792","UniRef90_Q9APB1..MsrC","species","human",-0.533055619771083,1.1135278890088,2874,113,0.649187798390231,0.889964893625043,"dog",0.967292784083698
"793","UniRef90_Q9EZQ9..D.alanine..D.alanine.ligase","species","dog",-0.0474084960843704,0.0724758873205603,2874,85,0.513111226119672,0.999999999999965,"cat",0.967292784083698
"794","UniRef90_Q9EZQ9..D.alanine..D.alanine.ligase","species","human",0.657903431619812,0.539978176059735,2874,85,0.238218595256581,0.999999999999965,"cat",0.967292784083698
"795","UniRef90_Q9EZQ9..D.alanine..D.alanine.ligase","species","human",0.705311927634645,0.537551869091839,2874,85,0.205625768342246,0.889964893625043,"dog",0.967292784083698
"796","UniRef90_Q9JN36..D.D.dipeptidase.D.D.carboxypeptidase","species","dog",0.0108167049859857,0.0223690819310163,2874,10,0.629284723471541,0.999999999999965,"cat",0.967292784083698
"797","UniRef90_Q9JN36..D.D.dipeptidase.D.D.carboxypeptidase","species","human",-0.014572230867931,0.0705196776872257,2874,10,0.838935006624787,0.999999999999965,"cat",0.967292784083698
"798","UniRef90_Q9JN36..D.D.dipeptidase.D.D.carboxypeptidase","species","human",-0.0253889358760542,0.0686779985162251,2874,10,0.716952212572535,0.889964893625043,"dog",0.967292784083698
"799","UniRef90_Q9KHQ6..MefEn2","species","human",5.37344966727495,4.23992154426018,2874,2303,0.220711569927642,0.999999999999965,"cat",0.967292784083698
"800","UniRef90_Q9KHQ6..MefEn2","species","human",0.995624742942784,4.22934926373322,2874,2303,0.816495389906719,0.889964893625043,"dog",0.967292784083698
"801","UniRef90_Q9KJT4..Reponse.regulator","species","dog",0.00837266927957344,0.0202748175986329,2874,9,0.679970155422978,0.999999999999965,"cat",0.967292784083698
"802","UniRef90_Q9KJT4..Reponse.regulator","species","human",-0.0151974663711726,0.0720540169832919,2874,9,0.835494547798726,0.999999999999965,"cat",0.967292784083698
"803","UniRef90_Q9KJT4..Reponse.regulator","species","human",-0.0235701356366865,0.070601619073586,2874,9,0.742911811282803,0.889964893625043,"dog",0.967292784083698
"804","UniRef90_Q9L5C7..Beta.lactamase","species","human",-0.101480962056211,0.191614200555601,2874,29,0.60345211071653,0.889964893625043,"dog",0.967292784083698
"805","UniRef90_Q9R3A9..ANT.3.apos..apos...Ia.family.aminoglycoside.nucleotidyltransferase.AadA5","species","dog",0.0352136690816431,0.0972609247049926,2874,89,0.717350578190697,0.999999999999965,"cat",0.967292784083698
"806","UniRef90_Q9R3A9..ANT.3.apos..apos...Ia.family.aminoglycoside.nucleotidyltransferase.AadA5","species","human",-0.29992990461633,0.795306674788224,2874,89,0.711129538536965,0.999999999999965,"cat",0.967292784083698
"807","UniRef90_Q9R3A9..ANT.3.apos..apos...Ia.family.aminoglycoside.nucleotidyltransferase.AadA5","species","human",-0.335143528441334,0.792331420890068,2874,89,0.678123196586975,0.889964893625043,"dog",0.967292784083698
"808","UniRef90_Q9RBY7..SmeC","species","dog",0.00353023189290095,0.0111637247384979,2874,7,0.752083400789999,0.999999999999965,"cat",0.967292784083698
"809","UniRef90_Q9RBY7..SmeC","species","human",-0.00606957336293184,0.0388033916536619,2874,7,0.877464787041563,0.999999999999965,"cat",0.967292784083698
"810","UniRef90_Q9RBY7..SmeC","species","human",-0.00959980525473163,0.0379832205390532,2874,7,0.803570364445105,0.889964893625043,"dog",0.967292784083698
"811","UniRef90_Q9RBY8..Efflux.pump.membrane.transporter","species","dog",0.0035135150878623,0.0130737779726528,2874,11,0.788240331419016,0.999999999999965,"cat",0.967292784083698
"812","UniRef90_Q9RBY8..Efflux.pump.membrane.transporter","species","human",-0.0096207784452747,0.0552713671348805,2874,11,0.86366989963438,0.999999999999965,"cat",0.967292784083698
"813","UniRef90_Q9RBY8..Efflux.pump.membrane.transporter","species","human",-0.0131342935360696,0.0544972173801188,2874,11,0.812274232797664,0.889964893625043,"dog",0.967292784083698
"814","UniRef90_Q9S169..Beta.lactamase.SHV.24","species","dog",0.0322586885373056,0.0258934195051319,2874,19,0.218771790194908,0.999999999999965,"cat",0.967292784083698
"815","UniRef90_Q9S169..Beta.lactamase.SHV.24","species","human",-0.033274322179966,0.037283475450032,2874,19,0.400266652031541,0.889964893625043,"dog",0.967292784083698
"816","UniRef90_Q9S3T0..Sensor.protein.kinase","species","dog",0.00115725663962,0.00522638272941054,2874,6,0.824776553708571,0.999999999999965,"cat",0.967292784083698
"817","UniRef90_Q9WVY4..Lincosamide.nucleotidyltransferase","species","human",-0.427182785638711,1.67119359485559,2874,148,0.801543231173045,0.999999999999965,"cat",0.967292784083698
"818","UniRef90_Q9WVY4..Lincosamide.nucleotidyltransferase","species","human",-0.967957213779209,1.66719188231106,2874,148,0.569772782956215,0.889964893625043,"dog",0.967292784083698
"819","UniRef90_Q9X2N9..Quaternary.ammonium.compound.resistance.protein.QacF","species","dog",0.0313918861147134,0.0656671508998226,2874,35,0.632782470237535,0.999999999999965,"cat",0.967292784083698
"820","UniRef90_Q9X2N9..Quaternary.ammonium.compound.resistance.protein.QacF","species","human",-0.137559541124106,0.341982043556402,2874,35,0.69432451624905,0.999999999999965,"cat",0.967292784083698
"821","UniRef90_Q9X2N9..Quaternary.ammonium.compound.resistance.protein.QacF","species","human",-0.168951424479925,0.338849465358352,2874,35,0.627029157623441,0.889964893625043,"dog",0.967292784083698
"822","UniRef90_Q9X3P3..Serine.alanine.racemase","species","dog",0.0103595678933396,0.0219225178163073,2874,12,0.636959357805266,0.999999999999965,"cat",0.967292784083698
"823","UniRef90_Q9X3P3..Serine.alanine.racemase","species","human",-0.017450091346676,0.0755662898244634,2874,12,0.820203372944541,0.999999999999965,"cat",0.967292784083698
"824","UniRef90_Q9X3P3..Serine.alanine.racemase","species","human",-0.0278096589339702,0.0739402511797017,2874,12,0.711949586696223,0.889964893625043,"dog",0.967292784083698
"825","UniRef90_R0AEZ0..Ribosomal.RNA.methyltransferase","species","dog",0.0103202075601029,0.0388476005651364,2874,30,0.790586555110451,0.999999999999965,"cat",0.967292784083698
"826","UniRef90_R0AEZ0..Ribosomal.RNA.methyltransferase","species","human",0.169289081985817,0.22316341777445,2874,30,0.467945901680775,0.999999999999965,"cat",0.967292784083698
"827","UniRef90_R0AEZ0..Ribosomal.RNA.methyltransferase","species","human",0.158968874306329,0.221484121766991,2874,30,0.492039216040449,0.889964893625043,"dog",0.967292784083698
"828","UniRef90_R7M6A2..NO_NAME","species","human",-0.629868595024901,1.3816488164286,2874,249,0.653784351831685,0.889964893625043,"dog",0.967292784083698
"829","UniRef90_R7MBA0..Small.GTP.binding.protein.domain","species","human",0.305811318422103,2.04810726421929,2874,468,0.882844880735092,0.999999999999965,"cat",0.967292784083698
"830","UniRef90_R7MBA0..Small.GTP.binding.protein.domain","species","human",-0.849887872426772,2.0430160273492,2874,468,0.682014483295815,0.889964893625043,"dog",0.967292784083698
"831","UniRef90_T2FKA3..FosA5","species","dog",0.0577675175236089,0.062078470303407,2874,38,0.353417313586914,0.999999999999965,"cat",0.967292784083698
"832","UniRef90_T2FKA3..FosA5","species","human",-0.0860357207548346,0.204878219185961,2874,38,0.68251208056991,0.889964893625043,"dog",0.967292784083698
"833","UniRef90_UPI0009A2989B..aminoglycoside.6.adenylyltransferase","species","human",-0.0716366999335971,0.0804603564715445,2874,35,0.395305062532009,0.889964893625043,"dog",0.967292784083698
"834","UniRef90_UPI000CCC73CE..type.A.chloramphenicol.O.acetyltransferase","species","dog",0.00882028200810705,0.0238559032279274,2874,11,0.711813610870493,0.999999999999965,"cat",0.967292784083698
"835","UniRef90_UPI000CCC73CE..type.A.chloramphenicol.O.acetyltransferase","species","human",-0.0184698222293682,0.0899617269539872,2874,11,0.83960637647487,0.999999999999965,"cat",0.967292784083698
"836","UniRef90_UPI000CCC73CE..type.A.chloramphenicol.O.acetyltransferase","species","human",-0.0272901042338779,0.0883625838703178,2874,11,0.761150823985499,0.889964893625043,"dog",0.967292784083698
"837","UniRef90_UPI000F49E8B7..aminoglycoside.3.N.acetyltransferase","species","dog",0.00429857058160626,0.00761473459276784,2874,5,0.574044533485786,0.999999999999965,"cat",0.967292784083698
"838","UniRef90_UPI000F49E8B7..aminoglycoside.3.N.acetyltransferase","species","human",-0.00305583559253457,0.0189436755845838,2874,5,0.874698970019373,0.999999999999965,"cat",0.967292784083698
"839","UniRef90_UPI000F49E8B7..aminoglycoside.3.N.acetyltransferase","species","human",-0.00735440618049421,0.0180988129769187,2874,5,0.693125763325988,0.889964893625043,"dog",0.967292784083698
"840","UniRef90_X5NWT8..ABC.transporter.ATP.binding.protein.uup","species","dog",0.0314145040222175,0.0860549014197755,2874,50,0.715149839746525,0.999999999999965,"cat",0.967292784083698
"841","UniRef90_X5NWT8..ABC.transporter.ATP.binding.protein.uup","species","human",-0.133564338513761,0.478715357104922,2874,50,0.783381726263515,0.999999999999965,"cat",0.967292784083698
"842","UniRef90_X5NWT8..ABC.transporter.ATP.binding.protein.uup","species","human",-0.164978842503798,0.474874023441386,2874,50,0.732372486985848,0.889964893625043,"dog",0.967292784083698
"843","UniRef90_A0A3A6YNR6..Phosphatidylglycerol.lysyltransferase","species","dog",0.0131293925335718,0.0928457212066906,2874,63,0.88755645947092,0.999999999999965,"cat",0.968530212289949
"844","UniRef90_R7M6A2..NO_NAME","species","human",-0.199976639635505,1.38515449122414,2874,249,0.886754595377264,0.999999999999965,"cat",0.968530212289949
"845","UniRef90_P22615..Chloramphenicol.acetyltransferase.2","species","human",-0.00406373728642373,0.0286340861601966,2874,7,0.88913712479974,0.999999999999965,"cat",0.969106854367527
"846","UniRef90_Q45778..NimC.protein","species","human",0.00435622927134238,0.0313954081817692,2874,12,0.890920969901391,0.925593021183509,"dog",0.969903325389103
"847","UniRef90_P06135..Chloramphenicol.acetyltransferase","species","human",-0.00361327341058179,0.0261984223941157,2874,5,0.892130031504297,0.999999999999965,"cat",0.970072915012347
"848","UniRef90_T2FKA3..FosA5","species","human",-0.0282682032227051,0.209593938923702,2874,38,0.894953396516782,0.999999999999965,"cat",0.971995375226363
"849","UniRef90_A0A111WMZ9..ATP.binding.protein","species","dog",0.0113074971642385,0.0878630228957737,2874,49,0.897608725415954,0.999999999999965,"cat",0.972864708197548
"850","UniRef90_P35695..Beta.lactamase.OXA.7","species","human",-0.0033802315598274,0.0258850485702002,2874,4,0.897866451648117,0.999999999999965,"cat",0.972864708197548
"851","UniRef90_A0A0K9ES31..Tetracycline.resistance.protein","species","human",-0.00310947698112142,0.023918467786404,2874,6,0.898935855401422,0.999999999999965,"cat",0.972878875234676
"852","UniRef90_P24017..Outer.membrane.protein.A","species","human",0.0169211122815724,0.130220797091742,2874,34,0.900422021760111,0.999999999999965,"cat",0.973343523522374
"853","UniRef90_A0A1D3KSH0..Multidrug.resistance.protein.A","species","human",-0.0278879512856445,0.223818600066939,2874,28,0.902609115216722,0.999999999999965,"cat",0.973422710907027
"854","UniRef90_P14559..Beta.lactamase","species","human",-0.00494869751067453,0.0396369732520511,2874,4,0.902206620081763,0.999999999999965,"cat",0.973422710907027
"855","UniRef90_A6T8S5..Spermidine.export.protein.MdtJ","species","human",-0.0193630565156028,0.158911109669462,2874,27,0.906172537013558,0.999999999999965,"cat",0.974997395652565
"856","UniRef90_P26825..Chloramphenicol.acetyltransferase","species","human",-0.0108806147284781,0.0909108340873751,2874,12,0.90618650453702,0.93827742628285,"dog",0.974997395652565
"857","UniRef90_A0A1D3KQL8..Phosphoethanolamine.transferase","species","human",-0.0567061287572331,0.490795388008629,2874,52,0.909473183962231,0.999999999999965,"cat",0.976252683483933
"858","UniRef90_P13082..Streptomycin.3.apos..apos..kinase","species","human",-0.00441545223974307,0.0378438469315157,2874,8,0.908795254687957,0.999999999999965,"cat",0.976252683483933
"859","UniRef90_P13018..Streptothricin.acetyltransferase","species","human",0.00529726218303289,0.0474143188498938,2874,13,0.91269698573859,0.999999999999965,"cat",0.978572670390269
"860","UniRef90_P19650..Aminoglycoside.N.6.apos...acetyltransferase.type.1","species","human",-0.016277213569026,0.148942375561082,2874,18,0.915239181646229,0.999999999999965,"cat",0.980157309646717
"861","UniRef90_Q8RTE3..CmeC","species","human",-0.00256868112251062,0.0237650658208217,2874,9,0.916511903478883,0.999999999999965,"cat",0.980380328808422
"862","UniRef90_P78218..Dihydrofolate.reductase.type.15","species","dog",0.00476871791479028,0.0482050073627516,2874,24,0.921204199178745,0.999999999999965,"cat",0.984256458751304
"863","UniRef90_A0A0B6EN45..Arabinose.efflux.permease.family.protein","species","human",-0.00141115720556029,0.0149214006541327,2874,7,0.928243310963993,0.999999999999965,"cat",0.988005307705421
"864","UniRef90_A0QZ11..RNA.polymerase.binding.protein.RbpA","species","human",-0.00302630711119093,0.0323281487808882,2874,6,0.926464473981886,0.999999999999965,"cat",0.988005307705421
"865","UniRef90_B8QUG9..Tet.32.","species","human",-0.172933130309255,1.94240919638535,2874,2213,0.930076657742237,0.999999999999965,"cat",0.988005307705421
"866","UniRef90_P07641..Chloramphenicol.acetyltransferase","species","human",-0.00330078357919825,0.036273932597862,2874,17,0.929316687455602,0.999999999999965,"cat",0.988005307705421
"867","UniRef90_P51564..Tetracycline.resistance.protein..class.H","species","human",-0.00168035585198099,0.0184068094002837,2874,4,0.928963826459329,0.999999999999965,"cat",0.988005307705421
"868","UniRef90_P27422..Dihydrofolate.reductase.type.7","species","human",-0.00421508507130102,0.0488040204830974,2874,7,0.932404601462149,0.999999999999965,"cat",0.988198662769435
"869","UniRef90_UPI0009A2989B..aminoglycoside.6.adenylyltransferase","species","human",0.00758054171571208,0.0861643301748854,2874,35,0.931414734782979,0.999999999999965,"cat",0.988198662769435
"870","UniRef90_O52836..Tetracycline.resistance.protein.TetW","species","human",0.162090691787556,1.99580442432581,2874,2661,0.936185213599931,0.999999999999965,"cat",0.991065036466134
"871","UniRef90_A0A2X9NMX0..Glutathione.transferase.fosA","species","human",-0.0062859458708613,0.0802010118145501,2874,19,0.939072882052193,0.999999999999965,"cat",0.992181900700957
"872","UniRef90_P0AD63..Beta.lactamase.SHV.1","species","human",-0.00863108430066962,0.110319272104651,2874,24,0.939394807178322,0.999999999999965,"cat",0.992181900700957
"873","UniRef90_P02983..Tetracycline.resistance.protein","species","dog",0.00189596569274164,0.0279710044883793,2874,10,0.94596290455602,0.999999999999965,"cat",0.994556889379103
"874","UniRef90_P05364..Beta.lactamase","species","human",0.00390229419939328,0.0551952676299588,2874,10,0.944765006883985,0.999999999999965,"cat",0.994556889379103
"875","UniRef90_P0A3Y5..Aminoglycoside.3.apos..phosphotransferase","species","dog",0.0296251930427861,0.435157027867692,2874,980,0.945733128278375,0.999999999999965,"cat",0.994556889379103
"876","UniRef90_Q6WRY8..Response.regulator","species","human",0.0118711495504517,0.170789472828957,2874,16,0.945315535063748,0.999999999999965,"cat",0.994556889379103
"877","UniRef90_D2J684..Beta.lactamase","species","dog",0.000926532877555506,0.0142638291353541,2874,5,0.948377684235546,0.999999999999965,"cat",0.994824427313141
"878","UniRef90_P0A3M4..Beta.lactamase.OXA.9","species","human",-0.00134586296234145,0.0199831274614657,2874,4,0.947984775588331,0.999999999999965,"cat",0.994824427313141
"879","UniRef90_A0A127SV09..Chloramphenicol.acetyltransferase","species","human",-0.112893980449514,1.90384744025206,2874,210,0.953288005668816,0.999999999999965,"cat",0.998837603209306
"880","UniRef90_A0A068NXG4..NO_NAME","species","dog",0.000636172422053187,0.0268782122101516,2874,16,0.981118523029186,0.999999999999965,"cat",0.999999999999965
"881","UniRef90_A0A089X2N7..VanW","species","dog",-2.35953128318315e-12,0.0212337808914035,2874,25,0.999999999911346,0.999999999999965,"cat",0.999999999999965
"882","UniRef90_A0A0K1TBR6..Ribosomal.RNA.large.subunit.methyltransferase.Cfr","species","human",0.00865898192061947,0.17144900920899,2874,52,0.960332902747002,0.999999999999965,"cat",0.999999999999965
"883","UniRef90_A0A0T5XFN5..Multidrug.transporter","species","human",-0.00105957595068231,0.0616679350729373,2874,15,0.986610502325473,0.999999999999965,"cat",0.999999999999965
"884","UniRef90_A0A127SUT1..Beta.lactamase","species","human",-0.0340944254054054,0.910589830360028,2874,210,0.970537608787257,0.990244988913099,"dog",0.999999999999965
"885","UniRef90_A0A127SV09..Chloramphenicol.acetyltransferase","species","human",-0.0109541528546586,1.90203605959378,2874,210,0.995460641666456,0.999999999999453,"dog",0.999999999999965
"886","UniRef90_A0A141RQC0..Beta.lactamase","species","human",2.40606518683358e-12,0.0185591904465394,2874,4,0.999999999896569,0.999999999999965,"cat",0.999999999999965
"887","UniRef90_A0A142EAN5..Streptomycin.3.apos..apos..adenylyltransferase","species","human",-0.00160187620771139,0.23473618027267,2874,68,0.994630053278712,0.999999999999965,"cat",0.999999999999965
"888","UniRef90_A0A1A7TBT9..Replication.initiation.factor","species","human",-0.000491883986762491,0.0298277857730348,2874,11,0.987032212296168,0.999999999999965,"cat",0.999999999999965
"889","UniRef90_A0A1D3U586..Outer.membrane.protein.N..Porin.","species","human",-0.000787981734214785,0.149751576011441,2874,30,0.995921114952581,0.999999999999965,"cat",0.999999999999965
"890","UniRef90_A0A1N7T703..Bifunctional.AacA.AphD","species","dog",0.000733551070481499,0.0263136351703383,2874,93,0.977762022452736,0.999999999999965,"cat",0.999999999999965
"891","UniRef90_A0A2S1CWY0..OXA.61.family.class.D.beta.lactamase.OXA.659","species","dog",-0.000120794406513208,0.0126880776407522,2874,8,0.992440799127623,0.999999999999965,"cat",0.999999999999965
"892","UniRef90_A0A377ZRY4..Beta.lactamase","species","human",-0.000181211351198598,0.0229788642376533,2874,13,0.993753511825058,0.999999999999965,"cat",0.999999999999965
"893","UniRef90_A6T8S6..Spermidine.export.protein.MdtI","species","human",-0.00191698359572368,0.0633201944661811,2874,22,0.976321383130484,0.999999999999965,"cat",0.999999999999965
"894","UniRef90_A9QXC4..AAC.6.apos...Ib.cr..Fragment.","species","human",-0.0010960100449704,0.0762224324350849,2874,11,0.988881063214473,0.999999999999965,"cat",0.999999999999965
"895","UniRef90_B2RI48..Lipid.A.4.apos..phosphatase","species","human",-0.00157760850149376,0.0404687370192285,2874,11,0.969123168927484,0.999999999999965,"cat",0.999999999999965
"896","UniRef90_B7UY29..Translational.regulator.CsrA","species","human",-0.000764379413627989,0.0219008820874056,2874,7,0.97364252236362,0.999999999999965,"cat",0.999999999999965
"897","UniRef90_B9VUW1..QnrD","species","dog",0.00109891374244744,0.0257760944601231,2874,5,0.965997010009153,0.999999999999965,"cat",0.999999999999965
"898","UniRef90_C4NV15..Aminoglycoside.N.3..acetyltransferase","species","human",0.000392505224148303,0.0936686857210044,2874,26,0.996706308391903,0.999999999999965,"cat",0.999999999999965
"899","UniRef90_I7QYT2..Multidrug.resistance.protein.imrP","species","human",-0.000569467580186985,0.021913430998615,2874,7,0.97939034983613,0.999999999999965,"cat",0.999999999999965
"900","UniRef90_P00485..Chloramphenicol.acetyltransferase","species","dog",0.00102863455659898,0.0307210838349034,2874,16,0.973291744125286,0.999999999999965,"cat",0.999999999999965
"901","UniRef90_P05192..Beta.lactamase","species","human",-0.000140943615037986,0.0175905376195486,2874,8,0.993802489405751,0.999999999999965,"cat",0.999999999999965
"902","UniRef90_P06107..Lincosamide.resistance.protein","species","human",0.0234101198004079,1.70269229207803,2874,349,0.989223921499225,0.999999999999965,"cat",0.999999999999965
"903","UniRef90_P0A4K4..Multi.drug.resistance.efflux.pump.PmrA","species","dog",1.18087950132268e-12,0.0115775713824277,2874,6,0.999999999918625,0.999999999999965,"cat",0.999999999999965
"904","UniRef90_P0ABQ7..Dihydrofolate.reductase.type.8","species","human",0.00601084613748396,0.11231929554375,2874,19,0.958069741476322,0.999999999999965,"cat",0.999999999999965
"905","UniRef90_P13661..Beta.lactamase.OXA.1","species","human",-0.00634490620643777,0.140227634434522,2874,17,0.964612604651499,0.999999999999965,"cat",0.999999999999965
"906","UniRef90_P26825..Chloramphenicol.acetyltransferase","species","human",0.000432509030249284,0.0929585694825013,2874,12,0.996340011640475,0.999999999999965,"cat",0.999999999999965
"907","UniRef90_P49417..Chloramphenicol.acetyltransferase","species","human",-0.00381507750671731,0.352083240890576,2874,41,0.991462506770592,0.999999999999965,"cat",0.999999999999965
"908","UniRef90_P49417..Chloramphenicol.acetyltransferase","species","human",0.00952862553713175,0.350892381146091,2874,41,0.97860993421295,0.991528877238863,"dog",0.999999999999965
"909","UniRef90_P51563..Tetracycline.resistance.protein..class.G","species","dog",0.003729923822126,0.115822645087971,2874,156,0.97431618203203,0.999999999999965,"cat",0.999999999999965
"910","UniRef90_P94902..Chloramphenicol.acetyltransferase","species","dog",0.00184173686374924,0.0430489813156916,2874,18,0.965878008257361,0.999999999999965,"cat",0.999999999999965
"911","UniRef90_Q00014..rRNA.adenine.N.6.methyltransferase","species","human",0.0748773713738471,1.46866116813722,2874,284,0.95991998113972,0.999999999999965,"cat",0.999999999999965
"912","UniRef90_Q46305..Tetracycline.efflux.protein","species","human",0.078600777496687,1.87734228286258,2874,596,0.967160737175114,0.999999999999965,"cat",0.999999999999965
"913","UniRef90_Q4VDP2..AacA4","species","human",-3.20898817147958e-12,0.0151030972815725,2874,5,0.999999999830486,0.999999999999965,"cat",0.999999999999965
"914","UniRef90_Q56415..Glutathione.transferase.FosA","species","human",-0.00517817896564754,0.0963551009171025,2874,16,0.95803079755965,0.999999999999965,"cat",0.999999999999965
"915","UniRef90_Q6WRY5..D.alanine..D.alanine.ligase","species","dog",-1.31988817854157e-12,0.0179889597849068,2874,22,0.999999999941463,0.999999999999965,"cat",0.999999999999965
"916","UniRef90_Q84EW5..Streptogramin.A.resistance.protein","species","dog",0.00140987167405286,0.0386338485439289,2874,22,0.970891666927651,0.999999999999965,"cat",0.999999999999965
"917","UniRef90_Q8GJ54..Nitroimidazole.resistance.protein..Fragment.","species","dog",4.37406104453717e-16,0.00987354841046318,2874,4,0.999999999999965,0.999999999999965,"cat",0.999999999999965
"918","UniRef90_Q9KHL7..Amino.acid.racemase","species","dog",0.000440334657490076,0.0117076702774309,2874,7,0.970000624500903,0.999999999999965,"cat",0.999999999999965
"919","UniRef90_Q9KHL8..D.D.dipeptidase.D.D.carboxypeptidase","species","dog",0.000440334654959712,0.0260030842922143,2874,30,0.986490493530303,0.999999999999965,"cat",0.999999999999965
"920","UniRef90_Q9L5C7..Beta.lactamase","species","human",-0.0107802821288041,0.195980730574187,2874,29,0.956750018074082,0.999999999999965,"cat",0.999999999999965
"921","UniRef90_Q9S169..Beta.lactamase.SHV.24","species","human",-0.00101563392733287,0.0426088428300828,2874,19,0.981414004406471,0.999999999999965,"cat",0.999999999999965
