feature,metadata,value,coef,stderr,N,N.not.0,pval,qval
Akkermansia_muciniphila_SGB_9228,housing,Stray,0.001349863,0.005793193,2272,1,0.819811743,0.968631072
Schaalia_sp_Marseille_Q2122_SGB_86829,housing,Stray,-0.030943394,0.135494992,2272,18,0.819445117,0.968631072
Methanosphaera_cuniculi_SGB_696,housing,Household,-0.034056924,0.153699697,2272,25,0.824673981,0.970163973
Alistipes_shahii_SGB_2295,housing,Stray,-0.072089858,0.327207384,2272,63,0.825685376,0.970163973
Christensenella_minuta_SGB_14142,housing,Household,0.00109796,0.00497122,2272,2,0.825643029,0.970163973
Enterocloster_aldenensis_SGB_4762,housing,Stray,-0.010389902,0.046671678,2272,4,0.824819096,0.970163973
Mediterraneibacter_massiliensis_SGB_4595,housing,Stray,-0.054161109,0.244084712,2272,34,0.824527994,0.970163973
Dialister_invisus_SGB_5825,housing,Stray,0.005786881,0.025624003,2272,2,0.825395222,0.970163973
Tannerellaceae_SGB_104878,housing,Stray,-0.081336012,0.366085768,2272,41,0.824201649,0.970163973
Megamonas_funiformis_SGB_6962,housing,Household,-0.273820549,1.245621102,2272,1629,0.826352376,0.97017953
Klebsiella_variicola_SGB_10114,housing,Stray,-0.047424079,0.217123465,2272,16,0.827202026,0.970409334
Firmicutes_unclassified_SGB_4995,housing,Stray,-0.143977919,0.663874515,2272,105,0.828338049,0.970974459
Bacteroides_intestinalis_SGB_1846,housing,Stray,0.013235854,0.061855214,2272,5,0.830932386,0.973246773
Firmicutes_SGB_6305,housing,Stray,-0.009714337,0.046578771,2272,3,0.834836895,0.974742685
Lachnospiraceae_SGB_5239,housing,Stray,-0.034305179,0.163803753,2272,17,0.834137261,0.974742685
Firmicutes_bacterium_AM41_11_SGB_6817,housing,Stray,0.001469094,0.007003932,2272,1,0.834276704,0.974742685
Succinivibrionaceae_SGB_66356,housing,Stray,-0.120449211,0.574493354,2272,149,0.833954746,0.974742685
Actinobacteria_SGB_53822,housing,Stray,0.001253583,0.005801901,2272,1,0.83686298,0.975806972
Corynebacterium_canis_SGB_86814,housing,Household,0.055362185,0.264728101,2272,154,0.837063528,0.975806972
Muribaculaceae_SGB_2131,housing,Stray,-0.048086722,0.236920223,2272,31,0.839184683,0.97634707
Flavonifractor_SGB105860_SGB_105860,housing,Household,-0.095095277,0.468582803,2272,184,0.839500581,0.97634707
Peptostreptococcus_canis_SGB_77430,housing,Stray,-0.077714314,0.3823656,2272,61,0.838972173,0.97634707
Tenericutes_SGB_71112,housing,Stray,-0.127500836,0.639414429,2272,200,0.841969292,0.978451393
Firmicutes_SGB_15368,housing,Stray,-0.001117212,0.005994861,2272,1,0.852217935,0.978863325
Firmicutes_SGB_14891,housing,Stray,-0.001117212,0.005994861,2272,1,0.852217934,0.978863325
Oscillospiraceae_SGB_63306,housing,Household,0.007884624,0.041195711,2272,6,0.848531559,0.978863325
Clostridium_sp_AM49_4BH_SGB_4652,housing,Stray,-0.001117212,0.005994861,2272,1,0.852217934,0.978863325
Blautia_SGB4815_SGB_4815,housing,Stray,-0.009679783,0.050065894,2272,4,0.848601517,0.978863325
Lachnospira_pectinoschiza_SGB_5075,housing,Stray,-0.110675543,0.580237771,2272,136,0.848768541,0.978863325
Roseburia_SGB4939_SGB_4939,housing,Stray,-0.001117212,0.005994861,2272,1,0.852217934,0.978863325
Bacteroidaceae_SGB_104903,housing,Stray,-0.07171616,0.366188966,2272,65,0.844754905,0.978863325
Streptococcus_parauberis_SGB_8228,housing,Stray,-0.150901064,0.780251171,2272,144,0.846677849,0.978863325
Erysipelotrichaceae_SGB_105320,housing,Stray,-0.050628638,0.26830114,2272,26,0.850348965,0.978863325
Firmicutes_SGB_106383,housing,Stray,-0.068429252,0.362449192,2272,89,0.850272688,0.978863325
Oscillospiraceae_SGB_105706,housing,Stray,-0.101938862,0.535261494,2272,144,0.848978958,0.978863325
Lachnospiraceae_SGB_65959,housing,Stray,-0.098796066,0.52440151,2272,156,0.850584139,0.978863325
Helicobacter_canis_SGB_21969,housing,Stray,0.296240221,1.532008859,2272,280,0.846729472,0.978863325
Stenotrophomonas_maltophilia_SGB_12450,housing,Stray,-0.026707572,0.141808276,2272,27,0.85063672,0.978863325
Blautia_SGB59878_SGB_59878,housing,Stray,0.224162133,1.230212231,2272,416,0.855447397,0.981054047
Firmicutes_SGB_106198,housing,Stray,-0.019964858,0.109295781,2272,10,0.855085332,0.981054047
Butyricimonas_faecihominis_SGB_1786,housing,Household,-0.000888665,0.004970941,2272,1,0.858476177,0.981493565
Firmicutes_SGB_3964,housing,Stray,-0.001733617,0.009644287,2272,2,0.857363274,0.981493565
Faecalibacterium_prausnitzii_SGB_15326,housing,Stray,-0.004565921,0.025080675,2272,2,0.858107804,0.981493565
Desulfovibrionaceae_SGB_15460,housing,Stray,-0.003993408,0.022179006,2272,2,0.857171124,0.981493565
Ruminococcus_bicirculans_SGB_4262,housing,Stray,-0.002841037,0.016046101,2272,2,0.859532551,0.981944809
Phocaeicola_sartorii_SGB_1813,housing,Stray,0.001072618,0.006132713,2272,1,0.861199966,0.982038586
Firmicutes_unclassified_SGB_14909,housing,Stray,-0.27113481,1.569918028,2272,820,0.862923394,0.982038586
Blautia_SGB4793_SGB_4793,housing,Stray,-0.084518776,0.487145262,2272,62,0.862285665,0.982038586
Holdemania_filiformis_SGB_4046,housing,Stray,0.001072618,0.006132713,2272,1,0.861199965,0.982038586
Actinomyces_bowdenii_SGB_86824,housing,Stray,0.032919854,0.188826646,2272,27,0.861667083,0.982038586
Collinsella_aerofaciens_SGB_14535,housing,Stray,0.15843261,0.963615379,2272,296,0.869430687,0.98797698
Enterocloster_citroniae_SGB_4761,housing,Stray,0.000999054,0.006109143,2272,1,0.870138756,0.98797698
Longicatena_caecimuris_SGB_4041,housing,Stray,0.000999054,0.006109143,2272,1,0.870138754,0.98797698
Hungatella_hathewayi_SGB_4742,housing,Stray,0.00914369,0.056334209,2272,2,0.871103131,0.988315784
Firmicutes_SGB_47238,housing,Stray,-0.095560101,0.593707519,2272,204,0.872147061,0.988744262
Bacteroides_cellulosilyticus_SGB_1844,housing,Stray,0.012526898,0.080025994,2272,6,0.875663921,0.988884971
Eubacteriaceae_SGB_4335,housing,Stray,-0.001070934,0.006746281,2272,1,0.874584661,0.988884971
Lactococcus_lactis_SGB_7985,housing,Stray,-0.072997563,0.477520991,2272,58,0.878524995,0.988884971
Streptococcus_anginosus_SGB_8028,housing,Stray,-0.033455878,0.220826521,2272,20,0.879601188,0.988884971
Tyzzerella_SGB4587_SGB_4587,housing,Stray,-0.104067193,0.669628051,2272,157,0.876548333,0.988884971
Oscillospiraceae_SGB_14842,housing,Stray,-0.037845248,0.244474994,2272,29,0.877000232,0.988884971
Clostridium_massiliamazoniense_SGB_29082,housing,Stray,0.114723575,0.755716507,2272,174,0.879407594,0.988884971
Clostridiaceae_SGB_106462,housing,Stray,-0.082512598,0.527586707,2272,102,0.875743701,0.988884971
Gemmiger_SGB105726_SGB_105726,housing,Household,-0.016493001,0.104857465,2272,7,0.875207288,0.988884971
Acidaminococcus_timonensis_SGB_5741,housing,Stray,-0.003237952,0.020474794,2272,4,0.87659434,0.988884971
Sutterellaceae_SGB_66516,housing,Stray,-0.088342902,0.57462699,2272,194,0.877831353,0.988884971
Firmicutes_unclassified_SGB_14906,housing,Household,0.000734285,0.004940478,2272,1,0.882188694,0.98954499
Clostridiaceae_SGB_14988,housing,Stray,0.17184297,1.153714225,2272,605,0.881616346,0.98954499
Coriobacteriaceae_bacterium_SGB_42958,housing,Stray,-0.041574885,0.280425926,2272,41,0.882154407,0.98954499
Ruminococcus_callidus_SGB_4420,housing,Stray,0.001028114,0.007005517,2272,1,0.883615771,0.990397133
Limosilactobacillus_oris_SGB_7093,housing,Household,-0.008872861,0.060864166,2272,26,0.8858071,0.992103953
Firmicutes_SGB_53514,housing,Household,0.001703784,0.012132748,2272,3,0.888344186,0.994195152
Lachnospiraceae_SGB_105952,housing,Stray,-0.007247231,0.052611544,2272,10,0.890450626,0.995503597
Collinsella_sp_BA40_SGB_86217,housing,Stray,0.15078127,1.098672755,2272,871,0.890854971,0.995503597
Methanobrevibacter_smithii_SGB_714,housing,Stray,-0.001143255,0.008341426,2272,2,0.894050079,0.996859265
Actinobacteria_SGB_14321,housing,Stray,0.010373049,0.077242942,2272,6,0.893374574,0.996859265
Muribaculaceae_SGB_2164,housing,Stray,-0.043174246,0.326318703,2272,46,0.894755081,0.996859265
Bittarella_massiliensis_SGB_7263,housing,Stray,0.001107779,0.008262336,2272,2,0.894378088,0.996859265
Cutibacterium_acnes_SGB_16955,housing,Stray,-0.008971257,0.068404731,2272,14,0.895681382,0.997142663
Gordonibacter_urolithinfaciens_SGB_14808,housing,Stray,-0.000762345,0.00579585,2272,1,0.898275661,0.99928117
Methanosphaera_cuniculi_SGB_696,housing,Stray,-0.023393323,0.210740053,2272,25,0.911625259,1
Coriobacteriaceae_SGB_14375,housing,Stray,1.09E-10,0.128725147,2272,25,0.999999999,1
Collinsella_SGB62963_SGB_62963,housing,Stray,-2.95E-11,0.26084471,2272,28,1,1
Collinsella_phocaeensis_SGB_109036,housing,Stray,3.66E-11,0.342445513,2272,76,1,1
Firmicutes_SGB_4121,housing,Stray,-6.78E-05,0.17867319,2272,30,0.999697536,1
Firmicutes_SGB_4668,housing,Stray,2.20E-09,0.287826193,2272,29,0.999999994,1
Lachnospiraceae_SGB_4866,housing,Stray,-0.0033179,0.22283127,2272,20,0.988122313,1
Senegalimassilia_anaerobia_SGB_14824,housing,Household,0.001792497,0.018913219,2272,13,0.924867588,1
Gordonibacter_urolithinfaciens_SGB_14808,housing,Household,4.44E-05,0.001372973,2272,1,0.974930869,1
Slackia_piriformis_SGB_14779,housing,Stray,0.017312122,0.52043748,2272,144,0.973475153,1
Bacteroides_faecis_SGB_1860,housing,Stray,1.99E-10,0.152678457,2272,10,0.999999999,1
Bacteroides_salyersiae_SGB_1857,housing,Stray,0.00262067,0.050253898,2272,3,0.958423619,1
Phocaeicola_massiliensis_SGB_1812,housing,Stray,-0.002391105,0.736066606,2272,104,0.997408559,1
Coprobacter_fastidiosus_SGB_1963,housing,Stray,-0.002267322,0.021516377,2272,4,0.916586895,1
Butyricimonas_faecihominis_SGB_1786,housing,Stray,-0.000596688,0.007005943,2272,1,0.932295983,1
Paraprevotella_clara_SGB_1798,housing,Stray,-0.001941324,0.063874903,2272,5,0.975765565,1
Prevotella_lascolaii_SGB_1585,housing,Stray,-5.32E-06,0.072195425,2272,3,0.99994121,1
Prevotella_sp_Marseille_P4119_SGB_1676,housing,Household,4.35E-05,0.003301798,2272,1,0.990099918,1
Prevotellamassilia_timonensis_SGB_1477,housing,Stray,-0.000372237,0.00672744,2272,1,0.956292409,1
Parabacteroides_sp_AGMB00274_SGB_1930,housing,Stray,4.30E-11,0.106011888,2272,5,1,1
Parabacteroides_merdae_SGB_1949,housing,Household,0.046754004,0.584948642,2272,347,0.936802561,1
Candidatus_Melainabacteria_SGB_8640,housing,Stray,-0.001181418,0.034358916,2272,3,0.972573138,1
Firmicutes_SGB_79883,housing,Household,-1.33E-14,4.51E-16,2272,5,1,1
Firmicutes_SGB_79883,housing,Stray,5.12E-15,2.83E-15,2272,5,1,1
Clostridium_SGB6173_SGB_6173,housing,Stray,-0.001504498,0.083744972,2272,6,0.986225858,1
Firmicutes_unclassified_SGB_14911,housing,Stray,-0.017241061,0.345828096,2272,54,0.960245709,1
Lachnospiraceae_SGB_4865,housing,Stray,4.63E-11,0.160892704,2272,12,1,1
Bacteroidaceae_SGB_1894,housing,Stray,1.10E-11,0.094571297,2272,6,1,1
Firmicutes_SGB_58484,housing,Household,0.000997478,0.067576098,2272,14,0.988303521,1
Ligilactobacillus_ruminis_SGB_7061,housing,Stray,0.049175154,0.820859451,2272,269,0.952238031,1
Lactococcus_petauri_SGB_7980,housing,Stray,-0.019942802,0.191758336,2272,19,0.917182477,1
Streptococcus_gallolyticus_SGB_97147,housing,Stray,0.108286546,0.873656065,2272,169,0.901379664,1
Streptococcus_gordonii_SGB_8053,housing,Stray,-1.61E-10,0.092422969,2272,5,0.999999999,1
Firmicutes_SGB_14888,housing,Stray,8.22E-10,0.134971945,2272,12,0.999999995,1
Veillonellaceae_SGB_5805,housing,Stray,-2.02E-11,0.411262519,2272,67,1,1
Firmicutes_SGB_14311,housing,Stray,-0.000867474,0.007002475,2272,1,0.901662497,1
Firmicutes_SGB_14182,housing,Household,-1.83E-12,6.44E-14,2272,1,0.999999999,1
Firmicutes_SGB_14182,housing,Stray,-1.34E-12,1.79E-13,2272,1,1,1
Firmicutes_SGB_79798,housing,Household,0.000261342,0.004968886,2272,1,0.95815989,1
Firmicutes_SGB_79798,housing,Stray,0.000180828,0.007005253,2272,1,0.979457765,1
Firmicutes_SGB_14868,housing,Household,8.74E-15,6.65E-15,2272,13,1,1
Firmicutes_SGB_14868,housing,Stray,1.60E-13,4.19E-14,2272,13,1,1
Firmicutes_unclassified_SGB_14906,housing,Stray,0.000481984,0.006995734,2272,1,0.945219932,1
Firmicutes_SGB_47635,housing,Stray,-0.010944069,0.747524034,2272,175,0.988323918,1
Clostridiaceae_SGB_4744,housing,Stray,-0.004688477,0.817999526,2272,98,0.995427678,1
Oscillospiraceae_SGB_63306,housing,Stray,0.00495219,0.057791573,2272,6,0.931834229,1
Candidatus_Borkfalkia_ceftriaxoniphila_SGB_14027,housing,Household,7.41E-13,1.87E-14,2272,1,0.999999999,1
Candidatus_Borkfalkia_ceftriaxoniphila_SGB_14027,housing,Stray,2.32E-13,9.69E-14,2272,1,1,1
Clostridium_phoceensis_SGB_15154,housing,Stray,-3.55E-11,0.10595325,2272,16,1,1
Christensenella_minuta_SGB_14142,housing,Stray,0.000709599,0.007006054,2272,2,0.919525275,1
Guopingia_tenuis_SGB_14127,housing,Household,3.34E-13,2.52E-14,2272,1,0.999999999,1
Guopingia_tenuis_SGB_14127,housing,Stray,7.38E-13,1.25E-13,2272,1,0.999999999,1
Clostridiaceae_bacterium_Marseille_Q4145_SGB_4769,housing,Household,-0.000285659,0.007681489,2272,3,0.970601415,1
Clostridiaceae_bacterium_Marseille_Q4145_SGB_4769,housing,Stray,-0.003906289,0.032759402,2272,3,0.905943379,1
Clostridium_innocuum_SGB_4037,housing,Stray,-0.01348424,0.583532736,2272,113,0.981567562,1
Wujia_chipingensis_SGB_5111,housing,Household,0.002018804,0.031660331,2272,4,0.951043603,1
Clostridium_sp_AM22_11AC_SGB_4749,housing,Household,0.000125195,0.025370873,2272,3,0.996090797,1
Clostridium_sp_NSJ_42_SGB_6174,housing,Stray,0.001279831,0.045976607,2272,6,0.977932383,1
Sarcina_ventriculi_SGB_6190,housing,Stray,-0.001268561,0.478059724,2272,62,0.997883473,1
Lentihominibacter_hominis_SGB_3961,housing,Stray,0.002427203,0.032272295,2272,4,0.940091328,1
Clostridiales_bacterium_SGB_15143,housing,Household,-0.000789886,0.018980057,2272,17,0.967374876,1
Clostridiales_bacterium_SGB_15143,housing,Stray,-0.005713002,0.056819468,2272,17,0.91993354,1
Lachnospiraceae_SGB_4861,housing,Stray,-0.003845208,0.387553311,2272,41,0.99208517,1
Gemmiger_sp_An194_SGB_15283,housing,Stray,0.059510706,1.00100374,2272,510,0.952599261,1
Intestinimonas_gabonensis_SGB_79840,housing,Household,6.30E-13,3.47E-14,2272,7,1,1
Intestinimonas_gabonensis_SGB_79840,housing,Stray,4.11E-13,5.31E-14,2272,7,1,1
Anaerostipes_hadrus_SGB_4547,housing,Household,0.000474429,0.00496968,2272,1,0.924140863,1
Anaerostipes_hadrus_SGB_4547,housing,Stray,0.000319166,0.0070055,2272,1,0.963751037,1
Blautia_hydrogenotrophica_SGB_4677,housing,Stray,-2.36E-12,0.058982194,2272,4,1,1
Dorea_phocaeensis_SGB_4572,housing,Stray,-0.096916124,1.54565823,2272,802,0.950016761,1
Enterocloster_aldenensis_SGB_4762,housing,Household,0.000983751,0.013307945,2272,4,0.941467124,1
Enterocloster_bolteae_SGB_4758,housing,Stray,-4.76E-11,0.22769819,2272,23,1,1
Enterocloster_lavalensis_SGB_4725,housing,Household,-0.000577362,0.004971086,2272,3,0.90777137,1
Enterocloster_lavalensis_SGB_4725,housing,Stray,-0.00039088,0.007005969,2272,3,0.955618758,1
Lachnospiraceae_SGB_105952,housing,Household,-0.000891928,0.00834116,2272,10,0.914853411,1
Clostridium_symbiosum_SGB_4699,housing,Household,0.000721896,0.092626134,2272,5,0.993827048,1
Clostridium_symbiosum_SGB_4699,housing,Stray,-0.000332556,0.130506658,2272,5,0.997970067,1
Lachnospiraceae_bacterium_SGB_4781,housing,Household,0.002398762,0.023059219,2272,2,0.917608352,1
Lachnospiraceae_bacterium_SGB_4781,housing,Stray,0.001850241,0.041922992,2272,2,0.964991738,1
Lachnospiraceae_bacterium_SGB_4953,housing,Stray,0.000306261,0.005872841,2272,1,0.958423607,1
Lachnotalea_sp_AF33_28_SGB_5200,housing,Household,6.30E-13,3.47E-14,2272,1,1,1
Lachnotalea_sp_AF33_28_SGB_5200,housing,Stray,4.11E-13,5.31E-14,2272,1,1,1
Mediterraneibacter_massiliensis_SGB_4595,housing,Household,-0.000158462,0.075743765,2272,34,0.998395829,1
Anaerotruncus_colihominis_SGB_14963,housing,Stray,0.001528816,0.021832741,2272,3,0.944967783,1
Drancourtella_massiliensis_SGB_4619,housing,Stray,0.004587814,0.044918975,2272,3,0.919144352,1
Faecalibacterium_sp_CLA_AA_H233_SGB_15315,housing,Stray,0.003475268,0.03802211,2272,3,0.927924534,1
Faecalibacterium_SGB15346_SGB_15346,housing,Stray,-0.008709265,0.075026313,2272,5,0.907868242,1
Oscillospiraceae_SGB_15073,housing,Household,-0.00329381,0.027979894,2272,8,0.907039952,1
Oscillospiraceae_SGB_15073,housing,Stray,-0.003121369,0.078374381,2272,8,0.968400818,1
Oscillospiraceae_SGB_15119,housing,Stray,-3.02E-05,0.005791346,2272,1,0.99591602,1
Firmicutes_SGB_15272,housing,Household,-9.80E-05,0.004729571,2272,1,0.983544122,1
Firmicutes_SGB_53514,housing,Stray,-0.005125393,0.052848769,2272,3,0.922754747,1
Massiliimalia_timonensis_SGB_7253,housing,Stray,5.99E-12,0.092340543,2272,22,1,1
Neglectibacter_timonensis_SGB_14851,housing,Household,-4.70E-13,1.32E-14,2272,1,1,1
Neglectibacter_timonensis_SGB_14851,housing,Stray,-4.43E-13,8.25E-14,2272,1,1,1
Clostridium_leptum_SGB_14853,housing,Stray,1.21E-12,0.180656599,2272,16,1,1
Phocea_massiliensis_SGB_14837,housing,Stray,2.23E-11,0.516833685,2272,80,1,1
Ruminococcus_callidus_SGB_4422,housing,Stray,-0.004472812,0.065413165,2272,3,0.945665885,1
Clostridioides_difficile_SGB_6136,housing,Stray,2.52E-11,0.252050891,2272,34,1,1
Coprobacillus_cateniformis_SGB_6771,housing,Stray,-0.002876611,0.061737984,2272,4,0.963051551,1
Amedibacillus_dolichus_SGB_4035,housing,Stray,0.025383398,1.651028883,2272,955,0.987737365,1
Erysipelatoclostridium_ramosum_SGB_6744,housing,Stray,0.107243945,1.065979822,2272,403,0.919895592,1
Faecalicoccus_pleomorphus_SGB_6792,housing,Stray,-2.29E-10,0.109176812,2272,11,0.999999998,1
Turicibacter_SGB106351_SGB_106351,housing,Stray,0.048827899,1.019938911,2272,204,0.961829357,1
Acidaminococcus_intestini_SGB_5736,housing,Household,0.000154987,0.004969104,2272,1,0.975179604,1
Acidaminococcus_intestini_SGB_5736,housing,Stray,9.87E-05,0.007005289,2272,1,0.988787803,1
Phascolarctobacterium_faecium_SGB_5792,housing,Stray,1.87E-12,0.312452162,2272,25,1,1
Megamonas_funiformis_SGB_6962,housing,Stray,-0.030722294,1.951069571,2272,1629,0.987439333,1
Proteobacteria_SGB_9347,housing,Stray,0.004171104,0.111609063,2272,12,0.97024323,1
Sutterella_wadsworthensis_SGB_9283,housing,Household,0.00448434,0.057233687,2272,4,0.943506017,1
Sutterella_wadsworthensis_SGB_9283,housing,Stray,0.007127741,0.112299806,2272,4,0.94958337,1
Sutterellaceae_SGB_107062,housing,Household,0.01690056,0.567260615,2272,304,0.976282121,1
bacterium_210917_DFI_7_65_SGB_14999,housing,Household,0.004603516,0.054619678,2272,6,0.93301188,1
Enterobacter_asburiae_SGB_10141,housing,Stray,-0.004373524,0.087625339,2272,5,0.960204419,1
Escherichia_marmotae_SGB_10064,housing,Stray,0.057148283,0.482471268,2272,81,0.905727286,1
Bacteroidaceae_SGB_1880,housing,Stray,-0.007985049,0.193702894,2272,22,0.96721077,1
Plesiomonas_shigelloides_SGB_9937,housing,Stray,0.005131555,0.099957084,2272,9,0.959064048,1
Buchananella_hordeovulneris_SGB_15930,housing,Stray,0.007728692,0.309086789,2272,58,0.980055651,1
Schaalia_canis_SGB_33774,housing,Stray,0.079418584,1.012685806,2272,325,0.93750723,1
Schaalia_sp_Marseille_Q2122_SGB_86829,housing,Household,0.00168119,0.030417759,2272,18,0.958372363,1
Propionibacterium_freudenreichii_SGB_15904,housing,Stray,-0.001078585,0.237922357,2272,26,0.996383573,1
Tessaracoccus_sp_OH4464_COT_324_SGB_35144,housing,Stray,-0.02855886,0.266500427,2272,57,0.914714981,1
Enorma_burkinafasonensis_SGB_86218,housing,Household,-0.000105102,0.004967371,2272,1,0.983160961,1
Enorma_burkinafasonensis_SGB_86218,housing,Stray,-6.53E-05,0.007004714,2272,1,0.992585481,1
Coriobacteriaceae_SGB_105121,housing,Stray,1.63E-10,0.200567245,2272,22,0.999999999,1
Porphyromonas_gulae_SGB_2056,housing,Stray,-0.011455295,0.246173216,2272,21,0.962891864,1
Parabacteroides_SGB104879_SGB_104879,housing,Stray,1.58E-11,0.282157224,2272,26,1,1
Bacteroidaceae_SGB_65713,housing,Household,-0.077522821,0.944674222,2272,734,0.934631984,1
Limosilactobacillus_reuteri_SGB_7095,housing,Stray,-0.070318828,1.131347991,2272,760,0.950452511,1
Streptococcus_canis_SGB_8217,housing,Stray,-0.038813181,0.351148651,2272,43,0.912003761,1
Streptococcus_minor_SGB_29817,housing,Stray,-0.101083575,0.87668367,2272,188,0.908301613,1
Erysipelotrichaceae_SGB_106319,housing,Stray,5.36E-10,0.074497437,2272,5,0.999999994,1
Firmicutes_SGB_105301,housing,Stray,4.39E-10,0.597868439,2272,84,0.999999999,1
Oscillospiraceae_SGB_53576,housing,Stray,3.09E-11,0.271937121,2272,23,1,1
Erysipelotrichaceae_SGB_106318,housing,Stray,-5.13E-10,0.134274194,2272,8,0.999999997,1
Firmicutes_SGB_4450,housing,Stray,-0.156108109,1.546524748,2272,532,0.919614625,1
Gemmiger_SGB53574_SGB_53574,housing,Stray,-0.000362069,0.005791563,2272,1,0.951025682,1
Clostridium_SGB29100_SGB_29100,housing,Stray,-0.012760078,0.371823588,2272,38,0.972633706,1
Lachnospiraceae_SGB_4680,housing,Stray,-0.007578685,0.307879597,2272,22,0.980365069,1
Eubacteriaceae_SGB_106206,housing,Stray,-3.21E-12,0.08350336,2272,8,1,1
Gemmiger_SGB105726_SGB_105726,housing,Stray,-0.010594841,0.147517313,2272,7,0.942816719,1
Lachnospiraceae_SGB_106013,housing,Stray,-0.0322809,0.267911166,2272,76,0.90410513,1
Lachnospiraceae_unclassified_SGB65957_SGB_65957,housing,Stray,-0.029923203,1.340110403,2272,649,0.982188541,1
Firmicutes_unclassified_SGB_105436,housing,Stray,-0.034188662,0.284075415,2272,59,0.904218415,1
Megasphaera_stantonii_SGB_5854,housing,Stray,0.00760842,0.083907618,2272,6,0.927945511,1
Sutterella_megalosphaeroides_SGB_9294,housing,Household,0.018626942,0.161002796,2272,39,0.908992353,1
Sutterella_megalosphaeroides_SGB_9294,housing,Stray,-0.045576782,0.415385743,2272,39,0.912662672,1
Helicobacter_SGB28474_SGB_28474,housing,Stray,-0.015075322,0.619983869,2272,72,0.980604368,1
Succinivibrionaceae_SGB_58358,housing,Stray,-5.08E-11,0.233946445,2272,35,1,1
Succinivibrionaceae_SGB_3675,housing,Stray,-0.021517182,0.367930586,2272,51,0.953373539,1
